7,80,30,103,90
7,80,38,117,99
7,80,50,170,118
7,80,60,193,125
7,80,75,268,128
7,80,80,264,133
7,80,100,363,142
7,80,150,519,160
7,100,5,24,30
7,100,15,50,57
7,100,30,100,81
7,100,38,129,86
7,100,50,183,94
7,100,60,210,97
7,100,75,250,106
7,100,80,259,95
7,100,100,347,115
7,100,150,499,131
10,3,5,27,49
10,3,15,73,129
10,3,30,150,237
10,3,38,175,297
10,3,50,224,379
10,3,60,316,430
10,3,75,370,557
10,3,80,398,567
10,3,100,492,676
10,3,150,701,915
10,5,5,25,46
10,5,15,77,124
10,5,30,147,223
10,5,38,169,252
10,5,50,258,352
10,5,60,266,350
10,5,75,405,460
10,5,80,388,468
10,5,100,461,565
10,5,150,733,732
10,7,5,24,46
10,7,15,65,123
10,7,30,144,205
10,7,38,191,251
10,7,50,213,300
10,7,60,283,346
10,7,75,363,395
10,7,80,370,420
10,7,100,482,499
10,7,150,705,644
10,10,5,19,48
10,10,15,68,112
10,10,30,154,185
10,10,38,188,233
10,10,50,259,286
10,10,60,301,321
10,10,75,370,367
10,10,80,404,361
10,10,100,471,452
10,10,150,700,560
10,15,5,23,48
10,15,15,69,101
10,15,30,177,169
10,15,38,178,192
10,15,50,258,234
10,15,60,290,256
10,15,75,354,320
10,15,80,401,330
10,15,100,481,361
10,15,150,703,451
10,20,5,22,43
10,20,15,70,101
10,20,30,137,159
10,20,38,194,187
10,20,50,240,217
10,20,60,297,238
10,20,75,377,278
10,20,80,393,267
10,20,100,474,320
10,20,150,691,370
10,30,5,28,44
10,30,15,70,94
10,30,30,157,155
10,30,38,209,156
10,30,50,261,191
10,30,60,292,201
10,30,75,362,225
10,30,80,406,237
10,30,100,480,242
10,30,150,695,275
10,60,5,26,41
10,60,15,67,85
10,60,30,151,116
10,60,38,199,126
10,60,50,270,146
10,60,60,289,164
10,60,75,381,166
10,60,80,382,169
10,60,100,480,173
10,60,150,713,190
10,80,5,22,39
10,80,15,69,75
10,80,30,152,103
10,80,38,184,122
10,80,50,237,137
10,80,60,295,137
10,80,75,377,139
10,80,80,421,153
10,80,100,488,155
10,80,150,732,176
10,100,5,24,36
10,100,15,70,72
10,100,30,155,89
10,100,38,192,104
10,100,50,229,102
10,100,60,311,106
10,100,75,398,115
10,100,80,376,121
10,100,100,488,127
10,100,150,691,123
20,3,5,47,89
20,3,15,133,217
20,3,30,301,397
20,3,38,372,455
20,3,50,466,626
20,3,60,595,711
20,3,75,700,851
20,3,80,759,882
20,3,100,960,1096
20,3,150,1405,1360
20,5,5,43,80
20,5,15,133,197
20,5,30,280,329
20,5,38,359,380
20,5,50,482,516
20,5,60,560,575
20,5,75,736,690
20,5,80,788,694
20,5,100,957,797
20,5,150,1470,1015
20,7,5,53,87
20,7,15,153,192
20,7,30,280,310
20,7,38,349,373
20,7,50,446,445
20,7,60,548,500
20,7,75,726,569
20,7,80,743,611
20,7,100,972,695
20,7,150,1406,824
20,10,5,41,81
20,10,15,136,173
20,10,30,292,290
20,10,38,372,311
20,10,50,494,380
20,10,60,577,439
20,10,75,724,472
20,10,80,786,502
20,10,100,972,567
20,10,150,1480,678
20,15,5,43,81
20,15,15,157,166
20,15,30,298,258
20,15,38,378,270
20,15,50,504,324
20,15,60,602,352
20,15,75,727,375
20,15,80,735,407
20,15,100,941,450
20,15,150,1433,527
20,20,5,38,77
20,20,15,129,149
20,20,30,281,225
20,20,38,366,258
20,20,50,469,284
20,20,60,582,307
20,20,75,723,346
20,20,80,752,351
20,20,100,947,386
20,20,150,1457,445
20,30,5,38,77
20,30,15,127,140
20,30,30,287,193
20,30,38,357,215
20,30,50,479,220
20,30,60,573,235
20,30,75,717,260
20,30,80,769,285
20,30,100,977,313
20,30,150,1451,340
20,60,5,57,68
20,60,15,138,109
20,60,30,292,143
20,60,38,345,154
20,60,50,487,166
20,60,60,601,174
20,60,75,721,188
20,60,80,775,195
20,60,100,979,191
20,60,150,1429,210
20,80,5,40,61
20,80,15,150,105
20,80,30,273,127
20,80,38,366,137
20,80,50,459,159
20,80,60,554,164
20,80,75,726,161
20,80,80,767,161
20,80,100,934,170
20,80,150,1429,187
20,100,5,43,52
20,100,15,150,87
20,100,30,287,110
20,100,38,364,110
20,100,50,482,122
20,100,60,569,119
20,100,75,730,128
20,100,80,746,130
20,100,100,930,141
20,100,150,1433,147
50,3,5,92,183
50,3,15,309,356
50,3,30,701,671
50,3,38,850,779
50,3,50,1133,973
50,3,60,1337,1118
50,3,75,1748,1242
50,3,80,1809,1358
50,3,100,2321,1552
50,3,150,3476,1960
50,5,5,99,161
50,5,15,304,323
50,5,30,685,515
50,5,38,875,646
50,5,50,1108,723
50,5,60,1337,873
50,5,75,1724,973
50,5,80,1865,997
50,5,100,2357,1108
50,5,150,3467,1331
50,7,5,100,158
50,7,15,325,298
50,7,30,669,485
50,7,38,841,525
50,7,50,1146,641
50,7,60,1398,719
50,7,75,1756,800
50,7,80,1894,863
50,7,100,2365,935
50,7,150,3516,1082
50,10,5,95,143
50,10,15,295,269
50,10,30,701,389
50,10,38,870,441
50,10,50,1115,538
50,10,60,1408,588
50,10,75,1706,645
50,10,80,1873,670
50,10,100,2309,738
50,10,150,3516,857
50,15,5,100,137
50,15,15,316,231
50,15,30,703,310
50,15,38,868,372
50,15,50,1172,425
50,15,60,1350,454
50,15,75,1726,498
50,15,80,1878,522
50,15,100,2378,565
50,15,150,3512,630
50,20,5,96,128
50,20,15,322,213
50,20,30,686,296
50,20,38,845,320
50,20,50,1158,394
50,20,60,1391,404
50,20,75,1742,436
50,20,80,1883,450
50,20,100,2275,461
50,20,150,3484,521
50,30,5,93,120
50,30,15,320,184
50,30,30,724,248
50,30,38,870,251
50,30,50,1176,292
50,30,60,1384,302
50,30,75,1769,327
50,30,80,1824,334
50,30,100,2285,349
50,30,150,3593,378
50,60,5,97,106
50,60,15,348,137
50,60,30,662,158
50,60,38,860,179
50,60,50,1179,194
50,60,60,1422,204
50,60,75,1809,204
50,60,80,1924,205
50,60,100,2375,214
50,60,150,3587,221
50,80,5,96,91
50,80,15,317,128
50,80,30,740,161
50,80,38,819,165
50,80,50,1179,176
50,80,60,1376,175
50,80,75,1739,187
50,80,80,1886,186
50,80,100,2404,195
50,80,150,3494,210
50,100,5,87,80
50,100,15,298,107
50,100,30,675,128
50,100,38,852,135
50,100,50,1151,139
50,100,60,1439,136
50,100,75,1760,145
50,100,80,1909,142
50,100,100,2304,154
50,100,150,3432,159
100,3,5,141,256
100,3,15,576,506
100,3,30,1277,898
100,3,38,1615,1037
100,3,50,2109,1249
100,3,60,2606,1430
100,3,75,3290,1714
100,3,80,3605,1761
100,3,100,4395,1998
100,3,150,6664,2351
100,5,5,160,229
100,5,15,620,456
100,5,30,1258,728
100,5,38,1609,813
100,5,50,2080,957
100,5,60,2647,1054
100,5,75,3386,1170
100,5,80,3534,1238
100,5,100,4525,1401
100,5,150,6775,1624
100,7,5,145,212
100,7,15,566,377
100,7,30,1260,595
100,7,38,1644,679
100,7,50,2240,813
100,7,60,2675,849
100,7,75,3360,976
100,7,80,3536,1002
100,7,100,4468,1130
100,7,150,6717,1243
100,10,5,148,196
100,10,15,581,339
100,10,30,1266,487
100,10,38,1601,580
100,10,50,2196,642
100,10,60,2676,697
100,10,75,3225,757
100,10,80,3535,775
100,10,100,4424,852
100,10,150,7018,939
100,15,5,142,180
100,15,15,583,278
100,15,30,1262,379
100,15,38,1650,432
100,15,50,2175,517
100,15,60,2621,539
100,15,75,3271,589
100,15,80,3607,600
100,15,100,4589,608
100,15,150,6797,698
100,20,5,159,176
100,20,15,625,266
100,20,30,1306,354
100,20,38,1622,381
100,20,50,2268,432
100,20,60,2733,459
100,20,75,3375,488
100,20,80,3631,496
100,20,100,4497,522
100,20,150,6822,558
100,30,5,131,154
100,30,15,592,204
100,30,30,1221,278
100,30,38,1588,300
100,30,50,2261,330
100,30,60,2702,339
100,30,75,3313,365
100,30,80,3551,364
100,30,100,4510,380
100,30,150,6826,399
100,60,5,160,114
100,60,15,654,154
100,60,30,1224,181
100,60,38,1572,199
100,60,50,2236,207
100,60,60,2659,209
100,60,75,3356,218
100,60,80,3537,213
100,60,100,4463,218
100,60,150,6779,230
100,80,5,158,111
100,80,15,579,146
100,80,30,1242,165
100,80,38,1666,176
100,80,50,2166,185
100,80,60,2690,191
100,80,75,3500,200
100,80,80,3536,201
100,80,100,4482,202
100,80,150,6897,206
100,100,5,149,93
100,100,15,556,117
100,100,30,1306,140
100,100,38,1613,146
100,100,50,2208,146
100,100,60,2613,150
100,100,75,3260,154
100,100,80,3660,162
100,100,100,4566,157
100,100,150,6872,170
500,3,5,457,424
500,3,15,1902,869
500,3,30,4494,1443
500,3,38,5743,1660
500,3,50,7752,1894
500,3,60,9599,2110
